fname,ARIMA,SARIMA,RNN,LSTM
D1637.csv,0.03208687778466251,0.0310357356902283,3.5397642,5.53443195276272
D2052.csv,0.09733755247879443,0.0945860005785738,27.174664,4.29704433698278
D1643.csv,0.3030370276628522,0.21972902597176533,122.93922,13.355168444799395
D2050.csv,0.019683214485027887,0.019089343565994604,7.2360396,1.724818071934632
D2065.csv,0.03289059569833295,0.02962475777844724,21.562048,2.089458768345356
D162.csv,0.025116135134870855,0.02643381637566804,8.92581,3.64523239916024
D2061.csv,0.028798440131704225,0.028176482137753315,24.458698,1.473775626264673
D176.csv,0.07135192839509595,0.07117176981391149,18.463009,1.1000555248754678
D168.csv,0.02391361116725301,0.023296686678882603,12.21178,1.9282361580507261
D1644.csv,0.05308074292748212,0.05342239103783615,11.934716,5.9720216938373785
D1654.csv,0.05006091724524482,0.06170845268159735,40.122818,4.067029671813434
D1645.csv,0.06418313222161852,0.02499975832736702,27.317942,2.2987548428202422
D174.csv,0.01563808323885797,0.014213854482267209,8.454586,0.5866264696133494
D169.csv,0.025313444104310714,0.03881823101579919,7.92026,2.0791410061840434
D2046.csv,0.04862875183877398,0.05423566096088441,9.64261,2.5336168721453562
D2047.csv,0.03071864050645472,0.02283832725624397,134.02719,1.59215274090482
D2041.csv,0.06640215548760278,0.051667546823167584,31.772318,0.8995382768092655
D160.csv,0.034733284662867146,0.02730948546547949,19.418161,1.6187712334812754
D2054.csv,0.059359914551065075,0.042150144387006074,13.415243,5.873332232313344
D164.csv,0.08835528363413371,0.08695169534745087,190.8745,7.566231503875357
D1633.csv,0.04778105220539279,0.03791135460206783,15.062739,1.2409773557792636
D2040.csv,0.02842583953608316,0.0237920853939659,10.624938,1.4339888456865382
D2049.csv,0.039515093098089614,0.04491119063564866,12.156988,0.7389636126830598
D163.csv,0.02135879555891345,0.021861410905246268,4.3811264,2.268347733382002
D2059.csv,0.03855581238916633,0.030232343315145828,17.04454,1.2723068137736249
D1623.csv,0.07825193762266609,0.07902527110779274,4.417132,3.144466741224414
D1642.csv,0.05406100150396285,0.04297644994301205,19.427643,3.3132400693731863
D165.csv,0.08835811759176426,0.08835193331435509,185.77084,7.431838475430899
D167.csv,0.5579956342337355,0.5541221852935511,81.66246,28.62422250375372
D2037.csv,0.03452656314597084,0.02198595129199497,381.31998,1.4405062111906057
D1629.csv,0.03826203106548391,0.03665956969929548,70.09088,1.86058749809399
D1622.csv,0.06518806374819162,0.05480586481778586,18.979198,3.0745199491582396
D2056.csv,0.030145183253957288,0.10331561410037056,4.468624,2.267037004739072
D1631.csv,0.020944724889389216,0.019609972722955372,28.024763,1.4193130935189908
D2064.csv,0.08370793784423429,0.10369499714981815,7.0984216,5.472157922454535
D2045.csv,0.03330115944727066,0.028079214030024537,144.62299,1.4672652663872852
D2055.csv,0.06378198458859513,0.02711463167918829,10.973234,3.869034278933296
D1634.csv,0.02890113840064027,0.01750175796489259,21.799938,1.6662558942697803
D1641.csv,0.043816956767510774,0.04094132107384655,23.586796,1.3656254475774696
D1649.csv,0.07137688611020923,0.05174813339737413,38.790928,2.5421934939443216
D1632.csv,0.019730705330449093,0.034254686955967256,7.2036176,0.6799915341130627
D2058.csv,0.03251126015851237,0.037306457115263585,25.45523,2.7582685379797667
D2053.csv,0.07547404287942881,0.05746005897514088,22.081448,7.8925102015278386
D2063.csv,0.05989335884958694,0.0339781488508592,56.108295,3.796340365503563
D175.csv,0.014670733153170828,0.014594655679443378,16.275503,0.5627390614884266
D1638.csv,0.08292052612185462,0.05264207547626607,35.062054,2.334396959351583
D1663.csv,0.05828064419012252,0.06115844263958311,15.686977,2.0523649046038024
D177.csv,0.06896405475959183,0.06797235530285577,19.515127,0.9703468113947045
D1636.csv,0.02911748017977889,0.028971879198148833,5.56344,2.7291274987098952
D1625.csv,0.12778680693255604,0.1289065597020993,37.063618,2.566842331922401
D159.csv,0.16272397196544847,0.2548300856488656,20.113415,6.983827188707524
D1660.csv,0.03710952239530603,0.016026111804629258,28.76468,1.5973651067985772
D1628.csv,0.027111652321337065,0.026797852595486657,22.1674,1.6766180333207967
D2038.csv,0.022641269307475682,0.020520124995296662,116.945206,0.9606399380689834
D170.csv,0.015183797702083033,0.01512475423317508,5.0036464,0.9962477808540766
D2048.csv,0.09440721989401737,0.041325502999226105,138.77118,9.69611016303386
D1619.csv,0.03853189112090332,0.03722251702538935,12.130296,2.076939572076474
D2042.csv,0.019227659591606917,0.023802330747490878,7.284233,1.3622791487889343
D1657.csv,0.02355731886648999,0.021154100898462792,8.162755,2.4692174388324766
D1621.csv,0.043487863299052965,0.04211326651183074,6.1522913,2.917016040583896
D2044.csv,0.07820382974159654,0.08198497162138352,6.7653112,3.863346693232491
D1651.csv,0.13099883852891303,0.07234646755757154,31.00073,6.562425682095102
D1658.csv,0.021227704094245233,0.01596280698226515,22.325268,1.3867540314405375
D1618.csv,0.015559264190153653,0.015412300995994598,9.929147,1.549802736843168
D1655.csv,0.1104434035930087,0.038108414571966974,143.58801,2.6585466045555304
D2060.csv,0.10196635709119851,0.12127182280391992,25.266212,2.950249054575591
D1662.csv,0.027677273639146738,0.02704492456864463,39.28338,1.6310621996699328
D166.csv,0.19604221833237964,0.1683550893902787,51.54494,9.732615606548373
D2057.csv,0.01680842448186376,0.02198370749044382,20.731407,1.0771605932293487
D1635.csv,0.22863199710131799,0.07745709090229176,40.92665,17.67570943286893
D1659.csv,0.04110933574152147,0.038444521122420215,5.2372427,2.736693450164492
D172.csv,0.015978490618291163,0.015891191688940022,5.4071164,1.6829409988381432
D1616.csv,0.03288675141418518,0.019759773161969453,16.049894,2.5679452977981225
D1648.csv,0.1138619855268036,0.04040096825999814,59.549843,2.752142011437564
D173.csv,0.01583413247017224,0.015932919681087163,4.670076,1.0287239594395134
D1639.csv,0.03617234314396146,0.020906889895541132,32.02415,1.5500915361460121
D2062.csv,0.03354855622299409,0.03202506940854507,5.2686496,2.6522016425813746
D1656.csv,0.10460555189484469,0.03790917903042527,99.6632,3.534398195412533
D2043.csv,0.04473371325309187,0.031458880104239174,21.308327,5.859662321330871
D1627.csv,0.04304166069428682,0.03946081939994734,45.261658,2.9532378114336018
D1626.csv,0.02660837361515,0.027112801964755972,11.308566,1.818381225475322
D1614.csv,0.03448374996591939,0.07421313513527104,36.18257,1.4051614277620408
D2036.csv,0.0037560798218366368,0.003325757975122484,54.954018,0.19141077471358825
D1652.csv,0.02440294603426553,0.03352819378159806,18.9902,4.260616043908372
D1624.csv,0.04033075786913487,0.019076598032251202,22.153713,1.1080572224139358
D1620.csv,0.08485577991986488,0.10000056276106424,6.8471746,5.221779673314459
D1615.csv,0.08030362384859918,0.07387584242624604,4.1515408,3.044509955074157
D1640.csv,0.018304346201333123,0.02103367780617674,16.448336,1.0916166596815686
D1661.csv,0.03070059270294782,0.029859465104800337,32.10912,3.0880275175999796
D2039.csv,0.02428633329172111,0.024223973324871553,158.51936,2.6153542249141752
D171.csv,0.015426029847614167,0.015412525335858176,3.6748116,1.2096536762945291
D161.csv,0.0387551803243592,0.06057814438663254,20.851223,1.55832800036366
D1647.csv,0.034242138476345656,0.03840719051241243,15.102932,2.49169754192631
D158.csv,0.07324104424592362,0.0683579676012177,15.780819,2.8332331623956604
D1646.csv,0.0319569465284951,0.056729708229033865,12.1093,1.525416659056265
D1630.csv,0.04789979654850949,0.0384210891473799,30.979767,2.230995380194937
D2051.csv,0.01764651978506063,0.016255313697801123,8.071193,1.1613535807209685
D1653.csv,0.06157921513794019,0.04183343364147627,12.591956,2.9038260450607756
D1617.csv,0.020381986609885043,0.014284180830123241,3.2399693,0.7814613787707486
D1650.csv,0.8369107890241143,0.8813874103474284,6.5592833,2.923822365826724
